Bulk ID,Miller Index,Trajectory ID,Bulk Symbols,energy_type,melting_point,Ehull (meV/atom),is_stable,E_surf.(J/m2),Predicted_E_adh(J/m2),Predicted_Contact_Angle (°)
mp-758413,"(1, 0, 0)",Na2CdO2_mp-758413_clean_SD7d0Vdiio,Na32Cd16O32,GGA,1083,0,Stable,2.416104102,-1.570162159,91.14507063
mp-7961,"(3, 1, 0)",Sr3SnO_mp-7961_clean_iWVcexAIem,Sr3Sn1O1,GGA,1349,0,Stable,1.684353696,-1.569771616,91.15903972
mp-19306,Fe3O4_mp-19306_(110_Ov),,Fe3O4,GGA+U,1908,0,Stable,2.206859152,-1.567157838,91.2465
mp-6989,"(2, 1, 2)",BaSeO3_mp-6989_clean_KCV4xI3LlW,Ba2Se2O6,GGA,1439,0,Stable,2.983362834,-1.566799943,91.26533394
mp-656887,Ni3O4_mp-656887_(201),Ni3O4_mp-656887_clean_wr8aYUGTbD,Ni3O4,GGA+U,2188,0,Stable,1.771707071,-1.56567024,91.2996
mp-29542,"(2, -2, -1)",K4Bi2O5_mp-29542_clean_viElPMLWzQ,K8Bi4O10,GGA,1088,4.531491,Meta-stable,2.384456685,-1.565678373,91.30545265
mp-9774,"(2, 1, 0)",Ba4Sb2O_mp-9774_clean_2o2auDLQdp,Ba8Sb4O2,GGA,1744,0,Stable,1.565222656,-1.564932988,91.33211552
mp-867570,"(1, 1, 0)",Rb4Sb2O5_mp-867570_clean_89OBKnD2yI,Rb16Sb8O20,GGA,1126,0,Stable,1.813199047,-1.56228703,91.42676544
mp-1342,"(3, 3, 2)",BaO_mp-1342_clean_fhFGlEqken,Ba4O4,GGA,2297,0,Stable,2.219509557,-1.559504077,91.52632007
mp-30950,"(1, 1, 2)",Sr3GeO_mp-30950_clean_4MKHrv3jDS,Sr12Ge4O4,GGA,1588,0,Stable,1.39790334,-1.558397261,91.5659155
mp-30950,"(1, 1, 2)",Sr3GeO_mp-30950_clean_8MHgR3DXuj,Sr12Ge4O4,GGA,1588,0,Stable,1.39790334,-1.558397261,91.5659155
mp-30949,"(1, 1, 2)",Sr3SiO_mp-30949_clean_faeLOzftEj,Sr12Si4O4,GGA,1603,0,Stable,1.255077619,-1.557018639,91.61523559
mp-755293,"(1, 0, 0)",69019397_Sr4Sb2O_mp-755293_clean_PtmLxpD47z,Sr8Sb4O2,GGA,1622,0,Stable,1.539734625,-1.555497519,91.66965493
mp-561942,"(3, 2, 3)",Cs3TaO8_mp-561942_clean_IfPRwNGaMD,Cs6Ta2O16,GGA,1595,3.51932,Meta-stable,1.817826485,-1.552468934,91.77800962
mp-7961,"(3, 3, 1)",Sr3SnO_mp-7961_clean_Lk0Vh3qxpJ,Sr3Sn1O1,GGA,1349,0,Stable,2.509626864,-1.552408118,91.78018553
mp-1201514,"(1, 0, 0)",K2RuO5_mp-1201514_clean_s3auAD60jl,K8Ru4O20,GGA,1237,7.019219,Meta-stable,2.955987062,-1.551942383,91.79684887
mp-19086,"(1, 0, 0)",90423983534_BaCoO2_mp-19086_clean_h1Bo8qbuDI,Ba3Co3O6,GGA+U,1930,0,Stable,2.319160413,-1.551749914,91.80373516
mp-19086,"(1, 0, 0)",123212059559_BaCoO2_mp-19086_clean_UPMfqWj8OP,Ba3Co3O6,GGA+U,1930,0,Stable,2.319160413,-1.551749914,91.80373516
mp-1228030,"(1, 0, 0)",Ba4Bi2O_mp-1228030_clean_x6w2hUIrLp,Ba8Bi4O2,GGA,1147,0,Stable,1.188217426,-1.551644676,91.80750045
mp-1228030,"(1, 0, 0)",Ba4Bi2O_mp-1228030_clean_pTkAFzRpZU,Ba8Bi4O2,GGA,1147,0,Stable,1.187406555,-1.551644676,91.80750045
mp-996990,"(1, 1, 3)",BaAgO2_mp-996990_clean_nsmraXNrEn,Ba1Ag1O2,GGA,1233,0,Stable,2.629704839,-1.548636864,91.91512006
mp-1017,"(1, 1, 0)",Zr3O_mp-1017_clean_1UJXa7SEoE,Zr6O2,GGA,2222,4.173433,Meta-stable,0.702198053,-1.54852158,91.91924504
mp-2352,"(3, 2, 0)",Na2O_mp-2352_clean_7QSMxA4YMk,Na8O4,GGA,1423,0,Stable,2.244653172,-1.546854921,91.97888116
mp-755322,"(0, 0, 1)",BaNa6O4_mp-755322_clean_qWCcdpkYCy,Ba2Na12O8,GGA,1121,18.03426,Meta-stable,2.850268038,-1.544752042,92.05412912
mp-27931,"(1, 0, 0)",Rb2SnO2_mp-27931_clean_w0PdvfKIqf,Rb8Sn4O8,GGA,1107,0,Stable,2.07984067,-1.540501628,92.20623392
mp-7118,"(1, 1, 1)",Rb4SnO4_mp-7118_clean_bD8wF6oSPP,Rb8Sn2O8,GGA,1274,0,Stable,1.933505002,-1.536629966,92.34479823
mp-13660,"(2, 1, 0)",Ca4Sb2O_mp-13660_clean_CCizEYqMmy,Ca8Sb4O2,GGA,1597,0,Stable,2.168059592,-1.53616042,92.36160392
mp-27931,"(2, 1, 0)",Rb2SnO2_mp-27931_clean_qI7mIFSo6y,Rb8Sn4O8,GGA,1107,0,Stable,2.028841924,-1.532503147,92.49250961
mp-755363,"(1, 3, 0)",Ba3SiO_mp-755363_clean_9EDAtzt1M2,Ba12Si4O4,GGA,1630,0,Stable,2.054690988,-1.530253249,92.57304721
mp-29542,"(2, -2, 1)",K4Bi2O5_mp-29542_clean_3y3QF2UcNy,K8Bi4O10,GGA,1088,4.531491,Meta-stable,2.884362293,-1.529734123,92.59163064
mp-29542,"(2, -2, 1)",K4Bi2O5_mp-29542_clean_apNzsfiXBE,K8Bi4O10,GGA,1088,4.531491,Meta-stable,2.884313034,-1.529734123,92.59163064
mp-1019519,"(1, 2, 1)",Ba2NaO_mp-1019519_clean_JL0yP0qrRx,Ba8Na4O4,GGA,1573,0,Stable,0.897485829,-1.528057858,92.65163858
mp-29542,"(2, 0, -1)",K4Bi2O5_mp-29542_clean_lRSQq1Qz4a,K8Bi4O10,GGA,1088,4.531491,Meta-stable,2.752505125,-1.527705159,92.66426508
mp-9721,"(3, 1, 0)",Ca3GeO_mp-9721_clean_hVdInpWaFY,Ca3Ge1O1,GGA,1749,0,Stable,2.086991129,-1.526991515,92.68981369
mp-7863,"(1, 0, 0)",Rb2Sn2O3_mp-7863_clean_r3fAdIWyZw,Rb6Sn6O9,GGA,1111,0,Stable,2.042901285,-1.52468868,92.77225934
mp-8759,"(1, 1, 0)",Cs2ZrO3_mp-8759_clean_VeCLdbh7h8,Cs8Zr4O12,GGA,2051,0,Stable,2.590931066,-1.524685505,92.77237301
mp-29542,"(2, -1, 0)",K4Bi2O5_mp-29542_clean_x0AoOUZmAc,K8Bi4O10,GGA,1088,4.531491,Meta-stable,2.210720969,-1.522269113,92.85889039
mp-755363,"(0, 1, 2)",Ba3SiO_mp-755363_clean_dgLu2c5zc6,Ba12Si4O4,GGA,1630,0,Stable,0.930475096,-1.520084707,92.93710725
mp-755363,"(0, 1, 2)",Ba3SiO_mp-755363_clean_7dJSj0JMRB,Ba12Si4O4,GGA,1630,0,Stable,0.93012355,-1.520084707,92.93710725
mp-1179089,"(1, 1, 0)",SrO2_mp-1179089_clean_F9oGeSBggI,Sr4O8,GGA,1759,9.602361,Meta-stable,2.841308435,-1.518067813,93.0093309
mp-1604,Pt3O4_mp-1604_(211),Pt3O4_mp-1604_clean_0RfhMlRme2,Pt3O4,GGA,1610,0,Stable,1.336879843,-1.516412305,93.0628
mp-676666,"(0, 1, 0)",Rb2CeO3_mp-676666_clean_9lYsIBHRdE,Rb8Ce4O12,GGA,1684,0,Stable,2.365809384,-1.514109959,93.1510731
mp-676666,"(0, 1, 0)",Rb2CeO3_mp-676666_clean_VCdRVjI6gD,Rb8Ce4O12,GGA,1684,0,Stable,2.365850847,-1.514109959,93.1510731
mp-30949,"(1, 1, 2)",Sr3SiO_mp-30949_clean_G2Pz5sjOqD,Sr12Si4O4,GGA,1603,0,Stable,1.252621538,-1.511784786,93.2343532
mp-30949,"(1, 1, 2)",Sr3SiO_mp-30949_clean_H3cS8i8S3H,Sr12Si4O4,GGA,1603,0,Stable,1.252622604,-1.511784786,93.2343532
mp-30949,"(1, 1, 2)",Sr3SiO_mp-30949_clean_oG0WzTTp2O,Sr12Si4O4,GGA,1603,0,Stable,1.252507841,-1.511784786,93.2343532
mp-756505,"(1, 1, 0)",Cs3ScO3_mp-756505_clean_V2QQeplyo7,Cs12Sc4O12,GGA,1545,5.354057,Meta-stable,1.747543936,-1.509141368,93.32904009
mp-28144,"(1, 2, 2)",SiBi2O5_mp-28144_clean_lfbCVjDNqD,Si4Bi8O20,GGA,1269,12.20936,Meta-stable,2.98410882,-1.506124498,93.43711518
mp-20194,CeO2_mp-20194_(210),,CeO2,GGA,2622,0,Stable,2.32982404,-1.501468542,93.5983
mp-8759,"(1, 1, 3)",Cs2ZrO3_mp-8759_clean_PIfyJzu3Zl,Cs8Zr4O12,GGA,2051,0,Stable,2.105989999,-1.501065238,93.61838361
mp-4690,"(1, 0, 0)",K3TaO8_mp-4690_clean_00vME8gv3d,K6Ta2O16,GGA,1647,13.339926,Meta-stable,2.576199432,-1.498895437,93.69613651
mp-978114,Sn5O6_mp-978114_(100),Sn5O6_mp-978114_clean_pjiPZL9uk2,Sn5O6,GGA,1563,0,Stable,1.411857073,-1.498695264,93.6977
mp-1211624,"(1, 0, 2)",K4ZrO4_mp-1211624_clean_L1iwVZVOSP,K8Zr2O8,GGA,1582,0,Stable,2.191236937,-1.496456906,93.78352728
mp-1105,"(2, 1, 1)",BaO2_mp-1105_clean_7DAoVixVQv,Ba2O4,GGA,1377,0,Stable,1.515583917,-1.494684907,93.84703674
mp-9721,"(1, 1, 0)",Ca3GeO_mp-9721_clean_rBMvttZYRH,Ca3Ge1O1,GGA,1749,0,Stable,1.733891314,-1.493803888,93.87861471
mp-9721,"(1, 1, 0)",Ca3GeO_mp-9721_clean_Sv7ATQqoWf,Ca3Ge1O1,GGA,1749,0,Stable,1.733830282,-1.493488763,93.88990989
mp-754146,"(0, 0, 1)",Rb3YO3_mp-754146_clean_myrZGUj7WE,Rb12Y4O12,GGA,1588,21.26361,Meta-stable,1.874057945,-1.49315005,93.9020507
mp-755363,"(1, 1, 2)",Ba3SiO_mp-755363_clean_tha0ZqIF1i,Ba12Si4O4,GGA,1630,0,Stable,0.934367115,-1.491440102,93.96334471
mp-1986,ZnO_mp-1986_(210),ZnO_mp-1986_clean_ZhLVI9b4jD,ZnO,GGA,2121,7.12156,Meta-stable,1.72957095,-1.49028004,93.9993
mp-685137,"(1, 1, 2)",Ce2SbO2_mp-685137_clean_dw3Il6DnRc,Ce4Sb2O4,GGA,2115,3.646942,Meta-stable,2.093530995,-1.487296022,94.11191052
mp-1215204,"(2, 3, 1)",ZrTi2O_mp-1215204_clean_FJfo0y9nVb,Zr2Ti4O2,GGA,2207,0,Stable,1.513511342,-1.48280271,94.27302766
mp-30972,"(0, 2, 1)",Na2Sb4O7_mp-30972_clean_cNGrEwl1zR,Na8Sb16O28,GGA,1754,0,Stable,2.222154352,-1.478298619,94.43456528
mp-684679,"(1, 1, 1)",Sb6O13_mp-684679_clean_KwvsY6bTzv,Sb12O26,GGA,1885,9.255672,Meta-stable,2.580921254,-1.477158436,94.47546308
mp-23494,"(1, 1, 1)",Ti-Bi3O5-4_mp-23494_clean_JP33t4JXXM,Ti2Bi24O40,GGA,1223,7.387453,Meta-stable,2.736706522,-1.468873897,94.77269543
mp-23494,"(1, 1, 1)",Ti-Bi3O5-4_mp-23494_clean_B7yK95KVc0,Ti2Bi24O40,GGA,1223,7.387453,Meta-stable,2.573551781,-1.468677569,94.7797408
mp-4596,"(1, 1, 0)",Sr2RuO4_mp-4596_clean_TZgJmiBHdg,Sr4Ru2O8,GGA,1975,0,Stable,2.761576539,-1.466911359,94.84312584
mp-14105,"(1, 1, 1)",AlTlO2_mp-14105_clean_cK26xowW8a,Al8Tl8O16,GGA,2132,17.441299,Meta-stable,2.860139102,-1.46237469,95.00596342
mp-1179089,"(2, 1, 2)",904239835_SrO2_mp-1179089_clean_9f4ag0XLrH,Sr4O8,GGA,1759,9.602361,Meta-stable,2.55271422,-1.460116179,95.08704466
mp-1178514,"(3, -1, 0)",BaO_mp-1178514_clean_XS0h8fBoXj,Ba2O2,GGA,2297,17.537257,Meta-stable,2.799858568,-1.459123102,95.12269967
mp-1178514,"(3, -1, 0)",BaO_mp-1178514_clean_SVSeF7WZeh,Ba2O2,GGA,2297,17.537257,Meta-stable,2.799862549,-1.459123102,95.12269967
mp-754146,"(1, 0, -2)",Rb3YO3_mp-754146_clean_ibVUIgLICO,Rb12Y4O12,GGA,1588,21.26361,Meta-stable,2.856204137,-1.45871743,95.13726531
mp-19306,Fe3O4_mp-19306_(110),,Fe3O4,GGA+U,1908,0,Stable,1.117505025,-1.45543439,95.2498
mp-755541,"(1, 0, 2)",Cs3YO3_mp-755541_clean_bGwsLATdz6,Cs12Y4O12,GGA,1578,10.460645,Meta-stable,2.358305351,-1.453421475,95.32744723
mp-29243,"(3, 3, 1)",Ba3SnO_mp-29243_clean_euIvLG1XIt,Ba3Sn1O1,GGA,1436,0,Stable,1.948114669,-1.45156263,95.39421369
mp-685137,"(0, 2, 1)",1026124_Ce2SbO2_mp-685137_clean_3tx8WidhI3,Ce4Sb2O4,GGA,2115,3.646942,Meta-stable,2.22655329,-1.451005622,95.41422186
mp-780246,"(0, 2, 1)",Na2Bi4O7_mp-780246_clean_2Mx7uENHKC,Na8Bi16O28,GGA,1105,9.626508,Meta-stable,1.804947891,-1.450061955,95.44812064
mp-7961,"(3, 3, 1)",235508583253254_Sr3SnO_mp-7961_clean_Tx5YtifRYN,Sr3Sn1O1,GGA,1349,0,Stable,1.964476342,-1.450040204,95.448902
mp-27931,"(1, 0, 1)",Rb2SnO2_mp-27931_clean_3VnQklnwND,Rb8Sn4O8,GGA,1107,0,Stable,2.138948125,-1.449254345,95.47713347
mp-1342,"(2, 2, 1)",BaO_mp-1342_clean_lMSuNuMKwz,Ba4O4,GGA,2297,0,Stable,2.048733416,-1.44822306,95.5141837
mp-23003,"(3, 1, 0)",Ce2BiO2_mp-23003_clean_GJg5PEC7BN,Ce4Bi2O4,GGA,1518,0,Stable,2.041882367,-1.448075603,95.51948145
mp-554098,"(3, -1, 3)",Ti6O_mp-554098_clean_3ZUDZWzLOQ,Ti12O2,GGA,2007,0,Stable,1.402924024,-1.447517021,95.53955035
mp-1206825,"(2, -1, 3)",Lu2SeO2_mp-1206825_clean_JmQCOS0XIR,Lu2Se1O2,GGA,2337,0,Stable,2.665042932,-1.447441481,95.54226445
mp-20194,CeO2_mp-20194_(320),,CeO2,GGA,2622,0,Stable,1.879351296,-1.447297556,95.5428
mp-1178514,"(3, 2, 0)",BaO_mp-1178514_clean_jSwGQ6IVu9,Ba2O2,GGA,2297,17.537257,Meta-stable,2.358668455,-1.447057175,95.55607237
mp-9721,"(3, 1, 1)",235508583253254_Ca3GeO_mp-9721_clean_nbK4ZDRCeY,Ca3Ge1O1,GGA,1749,0,Stable,2.213411326,-1.443669498,95.67780407
mp-19306,Fe3O4_mp-19306_(100_Ov),,Fe3O4,GGA+U,1908,0,Stable,1.978492227,-1.443258366,95.6879
mp-8759,"(1, 3, 3)",Cs2ZrO3_mp-8759_clean_gXxySgNPqx,Cs8Zr4O12,GGA,2051,0,Stable,1.974375611,-1.439622704,95.82325403
mp-755541,"(1, 1, 2)",Cs3YO3_mp-755541_clean_gmw3DaRrJE,Cs12Y4O12,GGA,1578,10.460645,Meta-stable,1.635405563,-1.439460952,95.8290685
mp-755794,"(0, 1, 1)",Rb3LuO3_mp-755794_clean_W7OymEhGb0,Rb12Lu4O12,GGA,1532,9.436506,Meta-stable,1.713565924,-1.438832104,95.85167416
mp-1019519,"(2, 3, 0)",Ba2NaO_mp-1019519_clean_DXHDqefOG4,Ba8Na4O4,GGA,1573,0,Stable,0.55772839,-1.438132073,95.87683979
mp-1019519,"(2, 3, 2)",Ba2NaO_mp-1019519_clean_Sc0ZyIS88t,Ba8Na4O4,GGA,1573,0,Stable,1.485344447,-1.438090192,95.87834541
mp-1019519,"(2, 2, 3)",Ba2NaO_mp-1019519_clean_ypSwU43TIy,Ba8Na4O4,GGA,1573,0,Stable,1.357670027,-1.438046093,95.87993078
mp-1105,"(3, 3, 2)",BaO2_mp-1105_clean_NhMBfFn3Ud,Ba2O4,GGA,1377,0,Stable,2.047120429,-1.437518697,95.89889113
mp-1019519,"(2, 1, 2)",Ba2NaO_mp-1019519_clean_Ux1lAv6zZr,Ba8Na4O4,GGA,1573,0,Stable,1.470154532,-1.436824831,95.92383721
mp-1019519,"(2, 1, 2)",Ba2NaO_mp-1019519_clean_EFooJvyk4w,Ba8Na4O4,GGA,1573,0,Stable,1.469304604,-1.436824831,95.92383721
mp-755363,"(1, 2, 1)",Ba3SiO_mp-755363_clean_J7ezkxmqaf,Ba12Si4O4,GGA,1630,0,Stable,1.214426738,-1.436373403,95.9400677
mp-1019519,"(0, 3, 1)",Ba2NaO_mp-1019519_clean_WcCuC1ANDn,Ba8Na4O4,GGA,1573,0,Stable,1.177202539,-1.436237178,95.9449656
mp-13743,"(1, 1, 0)",1007915_K3GaO3_mp-13743_clean_yVXtn4gIB9,K12Ga4O12,GGA,1142,0,Stable,2.225535763,-1.434065405,96.02305619
mp-1228030,"(2, 1, 0)",Ba4Bi2O_mp-1228030_clean_6XoEUrQYWB,Ba8Bi4O2,GGA,1147,0,Stable,1.169333815,-1.433448812,96.04522908
mp-1228030,"(2, 1, 0)",Ba4Bi2O_mp-1228030_clean_e29KVf4jIe,Ba8Bi4O2,GGA,1147,0,Stable,1.169575429,-1.433286144,96.05107886
mp-17833,"(1, 3, 0)",Ba3GeO_mp-17833_clean_skvMPXVZAq,Ba12Ge4O4,GGA,1640,0,Stable,1.223942679,-1.432156516,96.09170351
mp-17833,"(1, 3, 0)",Ba3GeO_mp-17833_clean_lRqADyCLqz,Ba12Ge4O4,GGA,1640,0,Stable,1.225130819,-1.432156516,96.09170351
mp-1228030,"(2, 1, 0)",Ba4Bi2O_mp-1228030_clean_3omnenzMi6,Ba8Bi4O2,GGA,1147,0,Stable,1.169112258,-1.431840009,96.10308655
mp-30950,"(1, 0, 0)",Sr3GeO_mp-30950_clean_Y0jl04uEXr,Sr12Ge4O4,GGA,1588,0,Stable,1.381559934,-1.429761304,96.17785236
mp-30950,"(1, 0, 0)",Sr3GeO_mp-30950_clean_D0O1IZmZJW,Sr12Ge4O4,GGA,1588,0,Stable,1.381559934,-1.429761304,96.17785236
mp-656887,Ni3O4_mp-656887_(201),Ni3O4_mp-656887_clean_TYW9UqYxpN,Ni3O4,GGA+U,2188,0,Stable,1.490892344,-1.427405481,96.2584
mp-1191683,Ce7ZrO16_mp-1191683_(112),Ce7ZrO16_mp-1191683_clean_gF55yDSQyA,Ce7ZrO16,GGA,1965,21.867169,Meta-stable,2.889990314,-1.427318217,96.2615
mp-30949,"(1, 0, 0)",Sr3SiO_mp-30949_clean_igRRAhKfEf,Sr12Si4O4,GGA,1603,0,Stable,1.236414323,-1.42720633,96.26976287
mp-6945,SiO2_mp-6945_(100),SiO2_mp-6945_clean_kkoQKj3cvm,SiO2,GGA,1941,2.935327,Meta-stable,2.063605143,-1.423903701,96.3841
mp-542313,Ce2O3_mp-542313_(100_O),,Ce2O3,GGA,2484,0,Stable,1.665932084,-1.423520545,96.3976
mp-29241,"(3, 1, 1)",Ca3SnO_mp-29241_clean_MuJ3fforhz,Ca3Sn1O1,GGA,1532,0,Stable,1.079326071,-1.421932804,96.45951983
mp-29352,"(1, 3, 3)",Ba2PdO3_mp-29352_clean_2SYThSnqe6,Ba4Pd2O6,GGA,1806,0,Stable,2.200394487,-1.420026782,96.52812148
mp-760323,Ce5O9_mp-760323_(100),,Ce5O9,GGA,2617,0,Stable,1.671964353,-1.416370539,96.6559
mp-1238961,"(2, 0, -1)",Ta2O5_mp-1238961_clean_bt7tpKt7a6,Ta2O5,GGA,2085,10.042022,Meta-stable,2.693615008,-1.41561395,96.68698463
mp-7029,SiO2_mp-7029_(100),SiO2_mp-7029_clean_7j9Oe7flCZ,SiO2,GGA,1941,2.91364,Meta-stable,2.061325864,-1.409572566,96.8997
mp-1205345,"(0, 1, 0)",Sb2O3_mp-1205345_clean_Za52AM2kPT,Sb8O12,GGA,1541,6.493924,Meta-stable,2.996923137,-1.402389839,97.16337078
mp-996979,"(2, 1, 1)",BaAgO2_mp-996979_clean_15KineGDVz,Ba4Ag4O8,GGA,1233,19.76153,Meta-stable,2.95228185,-1.39895388,97.28722813
mp-23492,"(1, 0, 0)",Si-Bi3O5-4_mp-23492_clean_F7Qs3TyuaP,Si2Bi24O40,GGA,1224,6.61957,Meta-stable,2.576671401,-1.397673956,97.33337476
mp-554573,SiO2_mp-554573_(110),SiO2_mp-554573_clean_JQllsYMCvY,SiO2,GGA,1941,1.389873,Meta-stable,2.493811615,-1.389359013,97.6285
mp-715550,MoO2_mp-715550_(210),MoO2_mp-715550_clean_Wja3jlWtVo,MoO2,GGA+U,1252,1.473808,Meta-stable,2.278812629,-1.385350879,97.7757
mp-755794,"(1, 1, 2)",Rb3LuO3_mp-755794_clean_8e8wCyjG09,Rb12Lu4O12,GGA,1532,9.436506,Meta-stable,1.719691387,-1.382589264,97.87761025
mp-617,PtO2_mp-617_(3-10),PtO2_mp-617_clean_ePTjd7nzx5,PtO2,GGA,1738,4.8006,Meta-stable,2.134950759,-1.378269796,98.03
mp-556048,"(1, 0, 1)",Nb2O5_mp-556048_clean_zHdAI2L6Hb,Nb32O80,GGA,1876,6.534566,Meta-stable,2.775110545,-1.375390335,98.13758722
mp-754146,"(1, 1, 0)",Rb3YO3_mp-754146_clean_xA1V4KoTz1,Rb12Y4O12,GGA,1588,21.26361,Meta-stable,1.733956141,-1.374304935,98.17679911
mp-755117,"(2, 1, 0)",Ba2IrO4_mp-755117_clean_hirFwxb8um,Ba4Ir2O8,GGA,2264,19.473802,Meta-stable,2.824142579,-1.366984555,98.44136158
mp-1190186,ZrO2_mp-1190186_(010),,ZrO2,GGA,2899,19.420472,Meta-stable,2.526574818,-1.364787684,98.5161
mp-754146,"(1, 1, 0)",1031661_Rb3YO3_mp-754146_clean_5tTxiyWmSU,Rb12Y4O12,GGA,1588,21.26361,Meta-stable,1.732676405,-1.351836524,98.98940258
mp-17525,"(1, 0, 2)",Nb5Pt3O_mp-17525_clean_foPvs8AyFl,Nb10Pt6O2,GGA,2418,21.865657,Meta-stable,1.932220355,-1.350341314,99.04354198
mp-20194,CeO2_mp-20194_(110),,CeO2,GGA,2622,0,Stable,1.216393058,-1.34840934,99.1093
mp-29243,"(3, 1, 0)",Ba3SnO_mp-29243_clean_bqfvvXFb8D,Ba3Sn1O1,GGA,1436,0,Stable,1.037214451,-1.346780178,99.17251844
mp-755794,"(1, 1, 0)",Rb3LuO3_mp-755794_clean_FjHZCvFPv7,Rb12Lu4O12,GGA,1532,9.436506,Meta-stable,1.933154432,-1.340863069,99.3869271
mp-755541,"(1, 0, 1)",Cs3YO3_mp-755541_clean_5LK0pFFjVi,Cs12Y4O12,GGA,1578,10.460645,Meta-stable,2.14682286,-1.340690778,99.39317213
mp-755541,"(1, 0, 1)",Cs3YO3_mp-755541_clean_ynvaGOn87s,Cs12Y4O12,GGA,1578,10.460645,Meta-stable,2.144560574,-1.340690778,99.39317213
mp-1093993,ZnO_mp-1093993_(201),ZnO_mp-1093993_clean_5tkIYNPPm8,ZnO,GGA,2121,23.127839,Meta-stable,1.510028353,-1.337204503,99.517
mp-2133,ZnO_mp-2133_(3-10),ZnO_mp-2133_clean_Bk3SMT4oOO,ZnO,GGA,2121,0,Stable,2.222627207,-1.327135064,99.8818
